id_cliente,nombre_completo,edad,género,departamento,tipo_cuenta,saldo_actual,ingresos_mensuales,monto_transacción,tipo_transacción,fecha_transacción,estado_transacción
1765,Lucía Ramírez,25,F,Puno,Plazo Fijo,41659.0,2296,-4748,Retiro,2025-08-04 05:49:38.155992643,Exitosa
2112,Sofía Torres,21,F,Loreto,Corriente,19969.0,12815,12751,Pago,2023-07-25 00:41:48.970215514,Pendiente
1692,Jorge Martínez,33,M,Cusco,Plazo Fijo,32301.0,9768,-3762,Retiro,2024-06-05 14:05:25.668269136,Pendiente
1106,María Torres,25,M,Cusco,Tarjeta de Crédito,15675.0,5254,4367,Pago,2020-01-03 05:14:25.378829182,Exitosa
2633,Valeria López,18,M,Lambayeque,Tarjeta de Crédito,16392.0,13094,1237,Retiro,2022-02-12 02:53:58.153775258,Exitosa
1611,Pedro Ramírez,30,F,Ica,Plazo Fijo,18268.0,12006,18454,Retiro,2021-04-13 02:15:27.429676536,Pendiente
3801,Andrés López,59,M,Lambayeque,Ahorros,2454.0,1925,121,Pago,2022-07-08 09:04:13.886869684,Pendiente
2576,Valeria Torres,56,M,Lambayeque,Tarjeta de Crédito,10070.0,3718,15578,Pago,2024-05-04 21:38:26.334832476,Pendiente
3815,Sofía López,59,F,Loreto,Corriente,49366.0,5966,14258,Depósito,2021-12-25 03:55:44.399547039,Pendiente
1184,Valeria García,64,M,Puno,Tarjeta de Crédito,32920.0,3578,-4901,Retiro,2025-05-20 16:42:32.339267575,Pendiente
3980,Sofía López,59,F,La Libertad,Plazo Fijo,17110.0,13338,12747,Depósito,2022-10-02 10:51:30.699160324,Exitosa
1950,María López,27,M,Lambayeque,Ahorros,23440.0,7442,-2369,Depósito,2021-01-01 00:07:21.126765396,Exitosa
1603,Jorge García,48,F,Lambayeque,Ahorros,12230.0,11754,1385,Retiro,2024-03-24 17:32:04.622141395,Pendiente
1932,Andrés Ramírez,21,F,Lambayeque,Ahorros,17339.0,7900,5805,Depósito,2024-11-15 16:40:12.786981284,Fallida
4045,Carlos Rodríguez,35,M,La Libertad,Tarjeta de Crédito,23258.0,10408,19131,Depósito,2021-04-13 14:44:02.987469741,Exitosa
2280,Lucía Gómez,54,M,Lambayeque,Tarjeta de Crédito,22993.0,7371,15243,Pago,2024-08-05 08:04:38.521512524,Exitosa
2303,María Gómez,38,M,Arequipa,Ahorros,10511.0,1089,13606,Depósito,2022-04-06 19:49:44.045461246,Fallida
378,Pedro Martínez,41,M,Piura,Ahorros,2317.0,14368,17197,Transferencia,2024-02-24 19:41:18.586405053,Exitosa
729,Sofía Gómez,61,M,Loreto,Corriente,16179.0,14239,3633,Transferencia,2024-12-17 11:14:14.629656493,Pendiente
1554,Sofía García,48,F,Ica,Plazo Fijo,6718.0,9092,6760,Depósito,2020-04-02 16:49:00.177971132,Fallida
608,Jorge Gómez,67,F,Lambayeque,Plazo Fijo,28131.0,13353,15887,Transferencia,2020-08-04 09:28:51.326896677,Exitosa
4006,Ana Ramírez,18,M,Lambayeque,Tarjeta de Crédito,9173.0,7623,6916,Transferencia,2023-12-07 03:24:41.205431187,Exitosa
1429,Pedro Fernández,46,M,Piura,Plazo Fijo,25950.0,7974,-3983,Depósito,2025-05-06 14:06:48.353145438,Pendiente
2192,Pedro Gómez,33,M,Piura,Corriente,17935.0,6706,14248,Depósito,2021-02-11 05:54:34.388602310,Exitosa
2884,Andrés Pérez,52,M,La Libertad,Tarjeta de Crédito,2552.0,13204,-1934,Pago,2021-03-03 11:34:38.677710681,Exitosa
2284,Luis Martínez,60,F,La Libertad,Tarjeta de Crédito,2911.0,2194,14571,Transferencia,2024-05-04 10:59:00.605483315,Fallida
531,María Ramírez,32,M,Lambayeque,Tarjeta de Crédito,14458.0,10805,19076,Retiro,2023-02-21 05:52:46.657481341,Exitosa
2618,Luis López,25,M,Lambayeque,Ahorros,26245.0,8648,9944,Pago,2025-03-30 13:05:15.496773796,Exitosa
1293,Luis Castillo,53,F,Arequipa,Ahorros,11917.0,9166,-126,Transferencia,2022-06-25 09:14:26.438009524,Fallida
2067,Luis Fernández,22,F,Lambayeque,Plazo Fijo,34772.0,2354,5363,Transferencia,2022-04-20 21:49:33.197009792,Exitosa
2149,Andrés López,36,F,Arequipa,Corriente,46732.0,8905,848,Retiro,2020-07-18 10:01:55.282217646,Fallida
1441,Valeria Castillo,39,M,La Libertad,Corriente,29057.0,1756,11482,Depósito,2020-04-11 05:45:00.266466546,Pendiente
1470,María García,35,F,Cusco,Plazo Fijo,13955.0,8261,12434,Transferencia,2020-08-02 22:36:50.527224219,Pendiente
4316,Sofía Rodríguez,32,M,La Libertad,Corriente,44469.0,3100,6753,Depósito,2024-11-30 09:47:30.558771157,Exitosa
3978,Valeria López,48,M,Piura,Plazo Fijo,35471.0,1660,3028,Pago,2025-04-25 23:19:55.792839853,Fallida
3350,Luis Fernández,38,F,Ica,Tarjeta de Crédito,26851.0,8763,16018,Depósito,2024-07-30 10:35:50.003886161,Exitosa
3630,Ana López,67,F,Junín,Plazo Fijo,15337.0,12095,9654,Depósito,2024-07-06 17:01:12.424070897,Pendiente
2678,Ana López,58,M,Lima,Tarjeta de Crédito,21682.0,1709,15351,Depósito,2025-03-17 06:37:57.806130866,Exitosa
1601,Andrés Fernández,35,M,Ica,Corriente,40894.0,12272,15512,Retiro,2020-09-17 16:03:54.719991553,Fallida
4019,Valeria Pérez,53,F,Junín,Corriente,42970.0,8748,19511,Transferencia,2020-03-05 15:51:55.386008384,Pendiente
1856,Jorge Fernández,20,F,Junín,Ahorros,47802.0,6083,5809,Depósito,2022-07-26 04:06:08.359846305,Fallida
3910,Lucía Pérez,59,M,Arequipa,Ahorros,44965.0,1127,-4784,Depósito,2023-01-24 13:18:11.840867847,Fallida
984,Jorge Torres,46,M,Piura,Ahorros,22924.0,9152,6022,Pago,2023-10-11 17:03:14.155982584,Fallida
987,Lucía Martínez,53,F,Lima,Plazo Fijo,17300.0,5329,268,Pago,2020-12-25 06:53:06.662827862,Exitosa
715,Sofía García,67,F,Cusco,Corriente,44364.0,11996,8268,Depósito,2022-11-11 00:11:38.240194592,Fallida
3318,Luis Martínez,41,M,Arequipa,Corriente,47257.0,10398,13589,Transferencia,2021-01-10 08:53:09.838476788,Exitosa
3338,Andrés Rodríguez,25,M,Lima,Corriente,14134.0,14485,-4044,Transferencia,2023-12-09 03:41:45.772471144,Fallida
3438,Luis Torres,57,M,Puno,Ahorros,36070.0,7927,-2549,Retiro,2025-12-20 09:34:58.009922285,Exitosa
4424,Ana Gómez,50,M,Ica,Corriente,46086.0,1960,8928,Retiro,2022-03-16 09:18:44.678095811,Pendiente
1073,Andrés García,67,M,Cusco,Corriente,22015.0,1703,19468,Depósito,2020-11-08 20:33:34.922195637,Exitosa
4868,Luis Torres,67,F,Puno,Tarjeta de Crédito,8509.0,1405,16563,Retiro,2022-06-16 18:12:16.369747283,Pendiente
3613,Luis Torres,57,M,Piura,Tarjeta de Crédito,22765.0,13260,10873,Transferencia,2021-06-04 06:04:03.503812827,Pendiente
4859,Valeria Ramírez,37,M,Piura,Tarjeta de Crédito,26771.0,7647,8848,Transferencia,2023-04-29 23:47:56.919497505,Exitosa
4659,Lucía Ramírez,62,M,Arequipa,Corriente,48040.0,8511,5223,Transferencia,2024-09-13 05:24:21.826973891,Pendiente
558,Andrés López,58,F,Puno,Tarjeta de Crédito,28218.0,10398,15159,Transferencia,2025-04-16 21:46:51.603399639,Fallida
1310,Andrés Ramírez,21,M,Cusco,Plazo Fijo,5753.0,4144,-4090,Pago,2023-04-24 07:42:18.697206162,Exitosa
730,Andrés Rodríguez,31,M,Piura,Corriente,7357.0,4738,791,Transferencia,2022-08-04 22:09:41.807090039,Exitosa
4667,Carlos Fernández,55,M,Junín,Ahorros,17300.0,14621,10850,Retiro,2025-08-26 14:18:40.531648287,Pendiente
1864,Carlos Ramírez,33,F,Junín,Corriente,42360.0,1688,8814,Retiro,2022-02-01 00:17:03.049043000,Fallida
2858,Lucía Castillo,63,F,Arequipa,Tarjeta de Crédito,31682.0,4635,8388,Depósito,2022-04-10 22:25:02.755059417,Fallida
3726,Lucía Rodríguez,52,F,Ica,Corriente,13689.0,13253,-3825,Depósito,2023-08-20 14:53:01.061977166,Pendiente
3141,Luis García,29,M,Loreto,Tarjeta de Crédito,38501.0,10063,-159,Pago,2025-12-07 22:31:33.227615947,Pendiente
3158,Carlos López,42,M,Piura,Corriente,1938.0,11367,2566,Transferencia,2024-11-26 04:36:27.742751264,Pendiente
4222,Valeria Fernández,33,M,Piura,Ahorros,5541.0,4910,-1285,Pago,2021-02-10 23:12:32.385365199,Exitosa
954,Andrés Gómez,64,F,Loreto,Plazo Fijo,46579.0,5946,19482,Pago,2022-10-31 11:46:20.150769423,Pendiente
3391,Valeria Pérez,38,F,Junín,Plazo Fijo,21637.0,11488,6364,Pago,2024-09-04 15:11:10.192593701,Fallida
3121,Andrés Rodríguez,34,F,Junín,Corriente,45034.0,2531,-737,Depósito,2022-04-21 00:37:46.389856025,Exitosa
4550,Sofía López,31,M,Piura,Ahorros,20776.0,5778,14690,Depósito,2021-11-01 09:21:21.243397428,Pendiente
4984,Ana López,37,M,Loreto,Ahorros,41983.0,13759,18841,Transferencia,2022-08-27 23:39:43.360947572,Exitosa
2051,Lucía García,42,F,Lima,Corriente,13653.0,9415,3346,Depósito,2025-10-10 05:45:38.216845775,Pendiente
4353,Valeria Fernández,50,M,Junín,Corriente,30600.0,5170,-4467,Pago,2025-07-10 17:10:27.749613711,Exitosa
1887,Andrés García,32,M,Lambayeque,Corriente,8829.0,7234,9887,Pago,2021-11-06 00:53:55.771294950,Exitosa
1132,Luis Rodríguez,26,F,Arequipa,Tarjeta de Crédito,47207.0,3272,8286,Pago,2022-06-15 11:39:51.494299409,Pendiente
150,Ana Pérez,59,F,Lima,Corriente,25160.0,10445,7165,Transferencia,2021-12-08 23:07:57.984600677,Fallida
1402,Luis Gómez,38,F,Puno,Corriente,40851.0,14536,12116,Retiro,2022-03-30 01:53:15.700624267,Pendiente
3543,Pedro López,45,F,La Libertad,Plazo Fijo,26387.0,5399,19461,Depósito,2024-08-06 18:48:03.137969302,Fallida
1267,Luis Torres,27,M,Lambayeque,Plazo Fijo,18590.0,6448,4869,Transferencia,2020-03-10 23:39:25.966905440,Pendiente
4388,Pedro Martínez,49,M,Junín,Ahorros,25944.0,7423,5729,Depósito,2022-02-07 20:06:55.926171531,Fallida
4908,Carlos Ramírez,20,M,Ica,Ahorros,12857.0,3328,18152,Transferencia,2024-11-22 05:19:37.168328935,Pendiente
2332,Luis Ramírez,32,M,Piura,Ahorros,5578.0,9551,9577,Retiro,2021-12-06 02:53:38.305226699,Exitosa
3694,Jorge López,29,M,Arequipa,Plazo Fijo,13006.0,3083,-4565,Pago,2020-07-08 11:45:21.782740183,Fallida
265,María Martínez,26,M,La Libertad,Tarjeta de Crédito,45593.0,9252,8709,Depósito,2025-10-27 10:42:56.234485509,Pendiente
2087,María Ramírez,53,M,Loreto,Plazo Fijo,3919.0,14998,5778,Retiro,2025-02-28 19:39:33.630170211,Pendiente
152,María Martínez,46,F,Arequipa,Tarjeta de Crédito,47999.0,14316,14763,Depósito,2025-04-27 20:19:26.463320637,Pendiente
2813,Ana Torres,62,M,Ica,Corriente,37345.0,2616,13986,Pago,2021-01-31 13:39:48.482927487,Fallida
4068,Pedro Rodríguez,33,M,Cusco,Corriente,40765.0,9729,16605,Retiro,2024-06-20 22:05:57.310903316,Exitosa
4997,Sofía Fernández,50,F,Junín,Tarjeta de Crédito,11553.0,14250,12855,Depósito,2024-02-13 17:02:20.526491115,Exitosa
2162,Pedro Martínez,55,M,Puno,Plazo Fijo,34431.0,14994,19726,Pago,2025-07-26 13:45:15.002208026,Pendiente
3126,Valeria López,44,M,Cusco,Tarjeta de Crédito,36930.0,4403,-105,Retiro,2024-07-01 20:18:42.490731018,Pendiente
2599,Sofía Gómez,67,F,Cusco,Plazo Fijo,7842.0,6685,14936,Depósito,2020-11-04 23:03:12.253227686,Fallida
3429,Ana Martínez,47,F,Junín,Plazo Fijo,45919.0,5358,15979,Depósito,2021-07-16 07:16:38.939462059,Exitosa
2669,Pedro Ramírez,57,M,Loreto,Corriente,14163.0,10527,5895,Retiro,2023-11-03 09:30:04.877484293,Exitosa
1399,Lucía Pérez,23,M,Ica,Corriente,16074.0,7929,14820,Transferencia,2025-01-18 02:31:58.429559194,Pendiente
3653,Valeria García,65,M,Cusco,Tarjeta de Crédito,27213.0,7259,533,Depósito,2021-05-19 15:37:45.994212543,Pendiente
1809,Sofía Ramírez,49,F,Lima,Tarjeta de Crédito,39511.0,12298,13609,Transferencia,2025-05-30 13:40:04.440362213,Pendiente
4167,Lucía Castillo,40,F,Ica,Ahorros,43427.0,9149,8170,Depósito,2024-08-10 17:22:39.769666707,Pendiente
2538,Ana Castillo,23,F,La Libertad,Tarjeta de Crédito,29307.0,4073,9426,Depósito,2021-09-21 01:55:46.087479249,Exitosa
2964,Sofía Fernández,56,M,Loreto,Corriente,18020.0,13634,17410,Pago,2022-10-27 20:26:27.607410876,Pendiente
3562,Luis García,22,F,Junín,Ahorros,11077.0,4122,-2741,Retiro,2021-06-02 12:04:57.694076489,Exitosa
4002,Valeria López,29,F,Lambayeque,Plazo Fijo,48371.0,3368,6219,Retiro,2024-04-21 16:50:08.810919292,Exitosa
2792,Luis Torres,61,F,Junín,Tarjeta de Crédito,34598.0,14203,4817,Depósito,2025-07-28 17:08:48.598462379,Exitosa
816,Jorge Rodríguez,26,F,Piura,Tarjeta de Crédito,31399.0,10086,2424,Transferencia,2022-09-17 11:51:26.197307863,Pendiente
2629,María Gómez,21,M,Puno,Tarjeta de Crédito,13164.0,3174,14681,Pago,2020-12-03 14:01:52.157423738,Exitosa
3657,Jorge López,29,M,Lima,Corriente,25260.0,9400,1863,Pago,2020-04-12 13:10:47.422158152,Exitosa
3662,Sofía López,28,F,Ica,Ahorros,20373.0,7009,-3397,Transferencia,2021-01-24 12:26:42.502706201,Exitosa
4819,Pedro Gómez,32,F,Lima,Tarjeta de Crédito,6486.0,13639,452,Depósito,2024-09-10 14:09:22.562199823,Pendiente
2377,Jorge Pérez,63,F,Junín,Ahorros,16402.0,4210,16443,Transferencia,2024-03-05 02:20:08.725267199,Pendiente
786,Luis Fernández,31,M,Puno,Tarjeta de Crédito,22486.0,7890,7344,Depósito,2021-05-04 00:17:34.490344779,Exitosa
2161,María Castillo,36,M,Ica,Plazo Fijo,597.0,2362,17030,Transferencia,2024-02-14 04:19:51.174706761,Fallida
3464,Luis Ramírez,38,F,Junín,Plazo Fijo,18471.0,13541,18209,Retiro,2022-12-23 01:02:10.292309041,Pendiente
442,Sofía Gómez,35,F,Cusco,Ahorros,22454.0,10757,4694,Transferencia,2020-10-23 09:40:26.880168757,Fallida
1070,Luis García,27,M,Loreto,Corriente,8522.0,1495,18651,Retiro,2025-07-31 12:36:42.458722101,Fallida
749,Jorge López,38,M,Junín,Tarjeta de Crédito,11773.0,9962,16620,Retiro,2024-07-08 15:34:24.869242377,Pendiente
3902,María Torres,49,M,Lambayeque,Tarjeta de Crédito,1026.0,13445,11376,Pago,2024-04-30 02:41:57.828113686,Pendiente
2249,Lucía Torres,65,F,Loreto,Corriente,7433.0,10633,13616,Depósito,2023-03-22 23:49:24.507348179,Fallida
111,Andrés Castillo,30,M,Puno,Ahorros,28124.0,9652,15839,Depósito,2025-12-06 03:10:43.546058860,Pendiente
712,Jorge Gómez,36,M,Arequipa,Tarjeta de Crédito,20086.0,6032,6564,Pago,2025-06-22 00:18:20.901237673,Fallida
2386,Lucía Rodríguez,30,F,Lima,Tarjeta de Crédito,31373.0,12611,18323,Depósito,2022-03-21 14:45:23.197402239,Exitosa
4445,Ana Pérez,43,F,Lambayeque,Plazo Fijo,31202.0,2826,-953,Depósito,2021-08-08 21:31:39.971881896,Exitosa
1228,Jorge Rodríguez,28,M,Ica,Tarjeta de Crédito,41735.0,2705,3392,Retiro,2022-01-07 21:15:12.942555603,Fallida
1102,María Rodríguez,35,F,Lambayeque,Tarjeta de Crédito,26925.0,2060,15993,Pago,2023-03-02 05:26:21.603733549,Exitosa
3661,Carlos Ramírez,59,F,Piura,Tarjeta de Crédito,5767.0,8683,16316,Transferencia,2023-10-29 06:18:37.728143223,Pendiente
1847,Valeria Fernández,59,F,Arequipa,Plazo Fijo,16925.0,12473,-3898,Retiro,2025-12-15 10:14:13.400305368,Pendiente
337,Lucía Gómez,31,M,Loreto,Plazo Fijo,24975.0,8450,16712,Pago,2025-08-14 12:17:12.690093708,Exitosa
1997,Andrés Rodríguez,24,M,Arequipa,Corriente,21822.0,10469,16925,Transferencia,2021-05-30 11:10:45.908978481,Fallida
1286,Carlos Gómez,36,M,Lima,Tarjeta de Crédito,10756.0,5965,12682,Retiro,2021-12-15 12:30:07.474192665,Pendiente
3531,María García,60,F,Junín,Corriente,46318.0,7593,13722,Pago,2021-04-01 11:31:23.577324103,Pendiente
3597,Carlos Rodríguez,53,M,Piura,Tarjeta de Crédito,38423.0,8172,7259,Transferencia,2022-12-20 04:37:26.119281535,Exitosa
2152,Carlos Castillo,47,F,Loreto,Plazo Fijo,49116.0,4672,-548,Pago,2021-05-09 05:14:29.941982350,Pendiente
4994,Pedro Gómez,19,M,Arequipa,Tarjeta de Crédito,14331.0,6188,-1872,Transferencia,2023-09-17 07:28:21.737213342,Fallida
16,Andrés Gómez,62,M,La Libertad,Tarjeta de Crédito,45920.0,1146,9618,Retiro,2024-03-23 15:48:51.849577751,Exitosa
641,Ana Fernández,26,F,Puno,Ahorros,12786.0,10049,17627,Depósito,2022-09-25 12:23:11.720444116,Exitosa
4147,María Rodríguez,66,M,Loreto,Tarjeta de Crédito,25382.0,13367,16761,Retiro,2020-07-16 15:00:57.502476350,Exitosa
4469,Carlos García,66,F,Lima,Plazo Fijo,30292.0,9056,13041,Transferencia,2021-03-13 04:01:36.111908510,Fallida
139,Valeria Fernández,63,M,Arequipa,Tarjeta de Crédito,25360.0,9246,15346,Retiro,2025-01-30 15:01:24.051534210,Pendiente
2948,Carlos Ramírez,66,F,Ica,Corriente,25941.0,13153,11928,Transferencia,2023-02-28 15:19:28.785146688,Pendiente
733,Lucía Torres,43,M,Cusco,Corriente,11909.0,7536,8261,Transferencia,2022-01-13 02:29:58.943787713,Fallida
601,Jorge Rodríguez,29,F,Puno,Tarjeta de Crédito,2234.0,14133,3074,Depósito,2025-05-07 08:37:55.203831697,Exitosa
1639,Valeria Ramírez,55,M,Lima,Ahorros,48994.0,4707,-1836,Transferencia,2024-01-16 02:29:50.724766366,Fallida
4927,Carlos Pérez,69,F,La Libertad,Tarjeta de Crédito,38054.0,4238,231,Pago,2025-06-15 02:55:33.328917247,Exitosa
231,Lucía Fernández,37,M,Loreto,Tarjeta de Crédito,19356.0,12919,16673,Retiro,2021-02-24 17:57:33.609568915,Exitosa
2425,Luis Castillo,63,M,Junín,Corriente,3563.0,11631,1573,Depósito,2022-06-12 14:05:17.496636181,Exitosa
2389,Luis Pérez,22,F,Lima,Ahorros,33967.0,2139,19793,Depósito,2022-08-18 13:16:17.532693579,Pendiente
1041,Pedro García,58,F,Loreto,Plazo Fijo,18484.0,11873,4850,Pago,2023-09-19 07:13:18.492570828,Fallida
2444,Jorge López,25,F,Arequipa,Plazo Fijo,34150.0,13173,-4899,Depósito,2020-12-18 16:38:40.567807813,Pendiente
1859,Andrés Rodríguez,43,M,Puno,Tarjeta de Crédito,13996.0,6649,5339,Depósito,2022-04-15 11:12:04.069295978,Fallida
1029,Pedro Torres,68,F,Cusco,Ahorros,983.0,10300,-1236,Pago,2025-04-13 03:58:58.151227934,Exitosa
4480,Valeria García,26,M,Lambayeque,Tarjeta de Crédito,30378.0,1042,11875,Depósito,2025-06-27 19:02:29.093629101,Fallida
4095,Carlos Torres,43,M,Arequipa,Tarjeta de Crédito,16689.0,5415,-2141,Pago,2021-11-04 22:38:24.431188843,Exitosa
1651,Sofía López,45,F,Lima,Tarjeta de Crédito,1389.0,6521,-4602,Retiro,2022-09-15 03:26:34.474668264,Pendiente
4198,Ana Torres,49,M,Loreto,Tarjeta de Crédito,5609.0,8917,1125,Depósito,2024-10-14 00:35:56.548077273,Pendiente
3348,Pedro Castillo,24,M,Lima,Tarjeta de Crédito,37979.0,9774,7040,Depósito,2021-11-18 23:59:17.590449129,Exitosa
4876,Valeria Rodríguez,52,F,Junín,Ahorros,21645.0,13029,12289,Depósito,2023-11-10 09:35:13.638723277,Exitosa
3560,Jorge Martínez,34,F,Lima,Ahorros,10415.0,1515,8023,Retiro,2021-12-14 12:16:12.125480483,Fallida
2250,Jorge Torres,68,F,Junín,Ahorros,24613.0,2169,320,Pago,2023-05-11 01:52:52.354223363,Pendiente
1566,Sofía Gómez,46,M,La Libertad,Plazo Fijo,32591.0,6136,10348,Transferencia,2022-06-03 04:51:33.990896029,Fallida
2742,Luis Ramírez,69,F,Loreto,Tarjeta de Crédito,48387.0,10554,13437,Transferencia,2024-09-10 21:23:26.461726608,Pendiente
3823,Valeria Castillo,61,M,Puno,Tarjeta de Crédito,1074.0,12469,-3216,Transferencia,2022-01-28 21:16:11.554511614,Exitosa
2665,Lucía Rodríguez,52,M,Lima,Corriente,42346.0,9913,5535,Pago,2025-03-24 18:56:30.864098735,Fallida
1268,Luis Rodríguez,50,F,Loreto,Tarjeta de Crédito,13557.0,9423,7314,Pago,2023-06-22 15:43:55.011177180,Exitosa
3979,Jorge Gómez,35,M,Puno,Plazo Fijo,7655.0,4430,6515,Retiro,2023-02-14 03:03:01.257136466,Pendiente
4297,Lucía López,25,M,Loreto,Ahorros,13448.0,6846,782,Pago,2023-10-29 19:52:59.405794156,Pendiente
3695,Pedro Pérez,26,M,Junín,Tarjeta de Crédito,35637.0,1365,19189,Retiro,2023-04-13 11:41:08.459726260,Fallida
1226,Jorge Torres,59,M,Lima,Corriente,27102.0,10151,-1424,Retiro,2021-01-29 23:16:49.607887073,Exitosa
2743,Ana Castillo,48,F,La Libertad,Plazo Fijo,8078.0,14608,8620,Pago,2020-01-04 16:00:06.716197394,Fallida
3711,Carlos García,23,M,Arequipa,Tarjeta de Crédito,43251.0,5078,-2013,Transferencia,2020-03-26 12:08:26.811400962,Pendiente
435,María García,51,M,La Libertad,Tarjeta de Crédito,46019.0,2801,-3908,Retiro,2025-09-15 07:17:41.593846064,Fallida
4329,Ana Fernández,48,M,Junín,Plazo Fijo,31683.0,14711,17645,Depósito,2023-09-19 19:07:51.764882800,Fallida
3321,Sofía Pérez,31,M,Lambayeque,Corriente,30245.0,2327,13213,Transferencia,2021-07-15 05:26:03.578556880,Pendiente
1891,Pedro Martínez,60,F,Junín,Tarjeta de Crédito,7879.0,7156,2275,Pago,2024-06-09 19:55:25.827938663,Exitosa
2637,Sofía Fernández,30,F,Ica,Tarjeta de Crédito,21827.0,9243,-1260,Depósito,2020-12-29 11:58:51.199612548,Fallida
173,Jorge Castillo,36,F,Junín,Plazo Fijo,23671.0,11050,16627,Pago,2020-02-05 11:31:51.904139310,Exitosa
1307,Andrés Ramírez,38,F,Junín,Ahorros,20009.0,12186,-3164,Retiro,2021-02-12 09:00:58.905949906,Fallida
581,Ana Ramírez,62,F,Junín,Ahorros,38479.0,4895,10210,Transferencia,2023-01-10 09:53:16.453845783,Exitosa
535,Luis Castillo,45,M,Lima,Tarjeta de Crédito,26933.0,1502,17471,Retiro,2020-08-02 08:40:07.120062053,Exitosa
4573,Ana Martínez,21,M,Loreto,Ahorros,28489.0,7198,2842,Pago,2020-08-01 12:52:24.757998284,Pendiente
4690,Lucía García,37,F,Loreto,Corriente,17826.0,1925,11339,Retiro,2022-05-28 17:17:25.659083625,Fallida
1164,Valeria Pérez,65,F,Loreto,Ahorros,16090.0,8483,-1231,Pago,2023-02-12 04:01:47.666309258,Fallida
1578,Sofía López,27,F,La Libertad,Tarjeta de Crédito,3477.0,14195,13489,Depósito,2024-11-06 21:42:31.135624918,Pendiente
3656,María Rodríguez,36,M,Puno,Corriente,173.0,14792,16983,Retiro,2024-07-17 20:50:38.119402335,Fallida
4925,Luis Rodríguez,18,M,Piura,Tarjeta de Crédito,22171.0,4769,-2435,Retiro,2021-08-28 00:02:14.724648924,Exitosa
3066,María López,66,F,Loreto,Ahorros,45165.0,12194,9376,Retiro,2024-04-05 09:33:21.552369502,Pendiente
2481,María Martínez,35,F,Loreto,Tarjeta de Crédito,15360.0,4374,354,Depósito,2024-05-21 05:36:48.744500253,Pendiente
1800,Luis Rodríguez,39,M,Arequipa,Plazo Fijo,16925.0,4562,11683,Transferencia,2020-02-21 17:23:20.492016150,Pendiente
704,Carlos Fernández,56,M,Loreto,Corriente,25286.0,11918,3975,Retiro,2020-07-21 06:19:49.211845089,Exitosa
4070,Luis Torres,35,M,La Libertad,Tarjeta de Crédito,22390.0,7949,10718,Retiro,2023-08-09 00:14:01.392494554,Pendiente
2439,Jorge Rodríguez,41,F,Lima,Plazo Fijo,34507.0,8803,-363,Transferencia,2021-03-16 15:07:09.117607707,Pendiente
4792,Jorge Rodríguez,48,M,Puno,Corriente,10857.0,5886,2008,Depósito,2021-03-09 14:17:01.813715652,Exitosa
2746,Valeria Ramírez,39,F,Junín,Ahorros,22676.0,10541,15288,Retiro,2022-12-11 16:09:10.956776999,Pendiente
809,Valeria Ramírez,35,M,Loreto,Plazo Fijo,13624.0,4761,2309,Depósito,2025-12-06 19:31:02.795129807,Exitosa
3294,Andrés Castillo,51,F,Cusco,Plazo Fijo,34906.0,9986,1966,Depósito,2025-08-13 22:50:15.136892369,Fallida
4631,Andrés Pérez,57,F,Cusco,Corriente,8358.0,8412,9859,Retiro,2025-10-05 16:31:18.169029944,Exitosa
566,Andrés Ramírez,48,M,Lambayeque,Ahorros,11216.0,7854,4099,Depósito,2025-11-27 15:57:47.422319011,Exitosa
1166,Luis López,66,F,La Libertad,Ahorros,40662.0,11013,12890,Pago,2025-06-23 10:34:12.807056766,Pendiente
2426,Andrés Fernández,51,F,Lima,Ahorros,17188.0,11001,-510,Depósito,2020-02-20 00:11:16.167252185,Pendiente
2909,Ana Pérez,35,M,Cusco,Corriente,41551.0,12206,7135,Retiro,2025-07-13 04:44:45.572402930,Pendiente
4560,Ana Rodríguez,23,F,Arequipa,Tarjeta de Crédito,27731.0,3134,-1504,Pago,2020-06-28 22:12:42.443046326,Exitosa
3379,Ana Ramírez,62,F,Cusco,Corriente,9963.0,8689,-1084,Transferencia,2024-07-27 20:10:09.029357800,Exitosa
3740,Carlos Castillo,37,F,Cusco,Tarjeta de Crédito,43625.0,12977,13610,Transferencia,2024-08-03 21:49:07.804057330,Exitosa
4468,Valeria Castillo,52,F,Loreto,Tarjeta de Crédito,37789.0,13965,19472,Depósito,2025-11-06 08:38:44.716464794,Pendiente
1185,Ana Ramírez,25,M,Puno,Tarjeta de Crédito,37272.0,6701,8531,Pago,2020-11-01 17:58:19.100433617,Pendiente
4118,Lucía Fernández,49,M,Arequipa,Tarjeta de Crédito,5429.0,9653,10464,Retiro,2020-01-29 13:17:06.376202738,Exitosa
1368,Lucía Gómez,66,F,Ica,Corriente,18940.0,10333,382,Pago,2022-10-19 11:55:02.634529797,Fallida
1722,Luis Fernández,58,M,Ica,Plazo Fijo,27953.0,6204,14015,Transferencia,2020-04-11 01:24:01.874892215,Pendiente
1343,Luis Pérez,47,F,Arequipa,Plazo Fijo,39258.0,10961,926,Retiro,2023-09-07 08:44:34.055171078,Exitosa
4197,Carlos Castillo,62,F,Loreto,Plazo Fijo,23125.0,3022,-4905,Pago,2020-07-17 17:37:35.924209815,Pendiente
1751,Andrés Fernández,39,M,Cusco,Tarjeta de Crédito,49191.0,2769,3924,Transferencia,2020-04-16 12:58:03.119241426,Pendiente
